response_E,escore
"I would immediately call or text my friend to make sure they are still showing up. No way would I go inside if they weren't going with me. I am not that bold. If they were still coming, I would sit patiently in my car waiting for them. I would pass the time by looking at my phone and staying distracted. I wouldn't want anyone walking by think I'm weird or anything for still waiting in my car. When my friend arrives, I would meet up with them and entered the party with them. If I am going into a new situation, it helps me to not be alone.",1.333333333
"I would be highly irritated that my friend was late after talking me into a situation I wasn't comfortable with in the first place. I would call her immediately and inquire as to her whereabouts. If she was going to arrive within a reasonable time, I would wait for her to arrive. If she was rubbing too late, maybe more than 15 minutes or so, I would tell her I was leaving. I would not wait any more than that, as I feel being that late is extremely rude. If she was going to arrive in less than 15 minutes, I would most likely wait outside in my car, so I could avoid awkward contact with anyone at the party.",3.583333333
"I might attempt to look around to see if there is anything to do, like getting a drink or something to eat. Otherwise I would attempt to meet some people and ask how they know my friends, if I didn't just stand on my own social standing and introduce myself regardless. Being unfamiliar doesn't mean I can't find someone to talk to about something at the party. I might call or text the friend after a while since I would find it funny that a party starting rather late usually isn't attending fashionably late. Either way, I would attempt to do something constructive first and hope to start a conversation that burns some time until my friend finds me.",3.083333333
"I would feel irritated, as I didn't want to come to this party, anyway. I would wait for no longer than ten minutes, then I would leave, because I really wanted to go home. After waiting ten minutes, I leave, driving home. I would get home, then call my friend to chew him out for tardiness, as I find that an insulting waste of everyone's time, and is very disrespectful. So of course, he doesn't answer his phone, but the call goes to voicemail. By now, I've had too many vodka tonics to give a damn, so I go to bed.",3.333333333
"I would feel somewhat awkward and out of place. I might take part in the party activities and attempt to talk to a few people. Try to thank the host for allowing me to attend, compliment the party, etc. I would try to make the best of it, perhaps explore the party, dance, or get food or  drink if the vibe called for it. If it were not appropriate for me to head inside, I would possibly call my friend from the car or send her a text or  message and tell her that I'm here, ask how long she'll be there, if I can go inside or if she could call to ask if I can go inside, etc.",3.833333333
I would feel completely awkward that my friend is not there yet and that I do not know the people there. I will also feel somewhat angry that my friend is late. As a result I will make a mental note that I should not arrive on time or early to things like this. I will do my best to fit in and see if there is someone that I can manage to make small talk with until my friend arrives. If it takes my friend too long to get to the party there is a high chance that I will leave.,2.916666667
"If I arrived without my friend, it would make me feel very anxious. I am not good around people I don't know. I would probably wait outside until she got there. If I couldn't do that, I would go in and head to the bar. When I get nervous I start to drink. After a couple of drinks, if my friend still wasn't there, I would call her to see if she was close. I wouldn't stay there longer than 30 minutes without her. I would leave and go home. I would tell her that I would never agree to go anywhere with her again, unless we go together in the same car.",1.25
"First I'd try to call my friend and see what the hold up was. I wouldn't be too upset, my friend invited me in the first place so I'd consider it a bit of an honor. I'd probably check my phone for emails and messages and answer as warranted, read the major headlines on CNN and NYT. After that, if my friend still hadn't arrived, I'd probably just go to the party, introduce myself to a few of the more friendly or interesting looking party goers, have a drink and wait for him while I talk to this new group of people I hadn't met.",4.25
"If my friend wants me to attend an important party to which he or she has been invited and I have never met the host or familiar with the crowd of people that will be attending the party. I would still go as I love to meet new people and these new people might one day help me in my career or become one of my life long friend. If my friend is late to the party, I would still wait for him until he comes. I would constantly call him and see if he is having issues as he is being late to the event. I would feel sad if he is late, but I would still be glad at the fact that he invited me.",3.416666667
I would be rather upset with my friend for being late since I was doing them a favor by going to a party where I knew no one and was doing it for my friend. I would either stay outside waiting for my friend and have a word with her letting her know that she was not right to be late without calling assuming she failed to call and inform me that she would be late. I would only go inside if it was cold outside or if someone invited me to go in. In that case I'd try to talk to someone as I waited for my friend.,4
I would do what anyone does these days. I would loiter in the driveway or my car and fiddle around on my phone while waiting for my friend. It is really not a big deal whatsoever. I would text them to figure out how far away they are. But I would not really think twice about just waiting quietly outside. I am pretty sociable so it really would not be an issue either way. People run late. It happens. Why worry about something so silly and insignificant. I really do not have deep enough thoughts on such a trivial matter that I have 100 plus words to describe it but here we are. Glad you all must love reading nonsense.,3.25
I would feel very dumb to come early to this party and I would try to get in touch with my friend and see if they are coming to the party still if they are I will try to socialize with the folks in the building and have some fun if they are not coming to the party I will get back in the car and head back to my home and go watch a movie or something on netflix but I would be a bit upset if they did not show up to a party they wanted me to go to.,3.25
"I would introduce myself to the host and let them know my friend invited me to the party, just in case they were wondering who I was and what I was doing there. Then I would text or call my friend to see how long she was going to be. I would probably feel a little awkward about being around so many people I didn't know that well. So I would look for the people I knew the best and start a conversation with them while I waited for my friend to arrive. I would probably have a drink and get something to eat while waiting.",3.833333333
"I would probably go and get a drink or a snack if there was a buffet so that I had something to do with my hands. I would be a bit annoyed about my friend. I'd probably text them and ask why they were late when they promised to meet me there and I didn't know anybody. Most likely, I'd find somewhere to sit in the corner and read something if I could, because standing around without knowing how to join in would make me feel anxious. If someone started chatting to me, though, or there was a way to start a conversation, I would try and do that- I've done that before and had a good time!",3.166666667
"I would feel a little annoyed that my friend was late because I was already doing my friend a favor in attending this party to begin with. At first I would wait by my car and watch to see when my friend would arrive. If they still had not arrived, I would move towards the entrance of the party and wait there a little while longer for my friend to arrive. If other people were standing outside the entrance to the party, I would make small talk with them, and get to know them a little so that I would be a little familiar with some people when I finally did enter the party. If they still had not arrived, I would call my friend and ask them when they were going to arrive. If they were still on their way, and would be there soon, I would go ahead inside, introduce myself to the host, and tell them who I was, and who I was with and the situation, so they didn't think I was crashing the party. Then I would just mingle, and try to enjoy myself until my friend arrived.",3.833333333
"I would feel like my friends has very little respect for me. They should have at least called to tell me they would be late so I would not get there and be alone with no one I know. I would be nervous and seriously consider leaving the party. I would give them 15 minutes before I would leave. I would call them to find out exactly when they would arrive. I would probably go outside somewhere to wait until they got there so I would not have to be a round so many people that I did not know. Once they arrived, I would be annoyed but go in with them.",1.166666667
"I would text my friend to see how much longer she would take. Then I would wait in my car until she showed up. I would not walk in alone under any circumstance. I would play on my phone and get increasingly aggravated the longer it took her to arrive. I would have too much extra time to stress about not knowing anyone very well at the party. I would probably start to second guess my outfit and every decision about the night so far. If it too much longer, I might just text my friend to say I was going on home and not in to hanging out.",2.833333333
"I would feel incredibly awkward upon realizing my friend was not there. I would call my friend right away to see where they are and how much longer they will be. I would then get a drink or a snack if available and find a seat away from others. I would watch others interact rather than introducing myself, and try to stay out of the way as much as possible. If I had been sitting for too long, or others began to come up to me, I would find the restroom after they left me alone and hang out in there as long as possible without drawing attention to it.",1.833333333
"I would feel kind of agitated that my friend could not even make it to this important party on time and left me waiting. However, I would introduce myself to the host and explain that I am waiting for a friend and that they are late. I would apologize to them for my friend and ask if it was okay to wait for them inside where the party was happening. I would try to make small talk with the guests until my friend finally arrived and I would then let them know how disappointed I was that they left me there having to cover for them.",3.75
"I would feel more towards the neutral side, maybe some negative emotions. I think that I would feel a little uncomfortable. I think I would feel a little anxious. I would be a little annoyed that they left me waiting and now I have to stand there waiting for them. I would probably stick to my phone. I would be on my phone until they'd arrive. If someone approaches me and talks to me, I'd be fine to chat with them and if they invite me to join them, I would be happy to do so. I just don't see myself initiating approaching others.",3.416666667
"I would probably feel uncomfortable being around all of those people that I don't know. I wouldn't want to walk into the party alone because I wasn't the person who was invited and the host might question who I am. I get uncomfortable in large crowds of people that I do not know and that would probably give me a small bit of anxiety. It would be manageable, but would sit in my vehicle until my friend, that was actually invited to the party, shows up. Then we could go in together and it would be clear that I am his guest.",2.833333333
"I would feel a little uncomfortable and nervous at first, so I would wait by the door for about 5 minutes. Then, I would get into the bar line to grab a drink, keeping an eye on the door. Once I had my drink, I would return to the door. If my friend still wasn't there, I would text them that I was heading to the food table to grab something to eat. I would then start talking to others in line at the food table until my friend arrived. When they got there, I would introduce them to the new people I met.",4.416666667
"I would fell shame because I like to be at according time in places, I'll try to talk with people and blend in, have a pair of drinks and look at the girls specially the pretty ones, I may try to have a conversation with one and if the music is cool I may ask her to dance, there is no need to be shy while I wait for my friend, I will also try to call him or whatsapp him to check if he is okay and if he can come so I will not be there waiting for him all night.",4.666666667
"Honestly, I would feel kind of annoyed that my friend was late, but I would not say that to them. If I drove, I would wait around in my car until they arrived, or if I took public transportation, I would probably go for a walk nearby, while I waited for my friend to come. I would either play games on my phone while I waited, or just play around on the Internet while I waited for them. I would definitely wait for them before I went into the party, since I do not know anyone else that is attending, and I would feel awkward to go in by myself.",4.75
"I would go to the door and go in. I would make sure to greet the host right away and explain who I am and how I am at the party, that my friend is coming but they are running late. Then, I would find out if there are any snacks or drinks, and I would make sure to smile and say hi to people as I walked past them. Once I get to the snack area, I would make small talk with several people as we got our snacks. I would then go out into the party area and try to join a conversation of group people already in progress.",3.75
"I would feel a little odd, but I would quickly look for someone to connect with. I know that people are all looking for connection with others and this would be my chance to talk to someone that I had not met before and see how they view the world. I would engage with them and let them know who I am and hopefully learn something from them and maybe they could learn something from me as well. I would talk about issues that we both were interested in and maybe we could become friends. I might also sit down if everyone was closed off cause you cannot force an interaction with anyone.",3
I would have brought a bottle of wine or some kind of gift to show my appreciation of letting me be there and would give that to the host. I would introduce myself and express my apologies for my friend being late and explain that my friend had invited me. I would assume that the host would lead me to the drinks so I can then pour myself a drink. I would try to make myself look busy whilst doing that and maybe smile and try to make eye contact with someone. If I managed to make eye contact I can then carry a conversation which would then not make me feel so uncomfortable while I wait for my friend.,4.166666667
"Once I arrived at the party, I will search for my friend or any other faces that I can recognize. If I found no one, I will keep on waiting for my friend. After some time, if he didn't turned up, I would like to make a call to my friend and ask him, when he would come. Based on his response, I will wait further by surfing my phone by seeing social medias, watching videos or playing games. This would pass my time until my friend reaches the party. If it is still delayed, I will take a dinner in case if I feel hungry or introduce myself with the party organizers.",3.75
"I would probably Not be too bothered at first because everyone runs late sometimes. At about 9 15 I would text them to see where they are. If I hadn't heard from them by 9 20 I would be irritated. I'd be doing my best to quietly socialize and definitely drink a beer. If they hadn't arrived or contacted me by 9 30 I would leave and I'd be pretty upset. I would be cursing them a bit as I drove home, and I would probably stop and get an ice cream. I would go home and watch Netflix and go to bed early and I would text my friend something passive aggressive and hope they felt bad about it.",2.25
I would feel just fine because I have no problem meeting and talking to new people or being in new or unexpected situations. I wouldn't mind that my friend is late because everyone runs late sometime. I would enjoy myself at the party by introducing myself to new people and starting up some conversations to get to know people. I would also enjoy myself by helping myself to the food and beverages that would likely be offered at the party. I might call or text my friend to see where they were if they were more than thirty minutes late but not until then.,4.916666667
"I would feel very out of place arriving at the party and my friend is not there yet. I would be too embarrassed to go into the party without the friend. I would not feel the right to go in without my friend because it was not me who was invited, it was my friend. There would be nothing for me to do until my friend arrives. I would wait in my car until my friend arrives. I'd be somewhat angry that my friend invited me to a party and they didn't bother to show up on time. If my friend was more than 15 or 2 minutes late, I would likely leave the party and go home. Before I left I would call my friend to find out if they were alright. If they were safe, just late, I would wait if they were close. If they were not close, I would leave and likely be rather angry with them for putting me in this position.",4.083333333
"I would feel very nervous about going in, and I may wait in the car if I knew my friend was going to be late before I got there. I would feel weird about going into someone's house alone whom I have never met before. If I did not know my friend was going to be late ahead of time, I would likely try to find a drink or a snack or something to keep my hands busy. I may wander around and see if anyone strikes up a conversation with me. I would likely move from room to room and try to find something to do, like watch TV or hang out with a large group of people who are already talking.",2.666666667
"I would feel very uncomfortable as these type of situations are pretty much my worst nightmare. I'd probably hide in the bathroom until my friend arrived, texting them until they got there. If that was not an option I might go back to my car and wait or get some food and drink preferably alcohol and find the family pet so I could buddy up with them. I would not mingle, I would not try to be a social butterfly. That is just not in my nature. I would be wishing and hoping my friend would get there as soon as possible.",1.583333333
"I would probably wait outside because I don't know anyone at the party. It would be strange for me to just go in a home of someone I don't know and someone who didn't invite me to their party. I would probably text my friend and ask where they were and how long until they arrived. I would feel irritated, disappointed and like I just wanted to go home. It's already uncomfortable going to a party where you know no one, but now I'm stuck at night in an odd place by myself. If my friend doesn't arrive within a few minutes, I would probably decide to leave.",3.5
"Parties and events like this are really not my thing and people who know me well are aware of this. I don't really like late evening events either. I would probably feel like I was doing this friend a big favor by agreeing to go at all, so yeah, I would feel put out if my friend wasn't there at the time we agreed on. Honestly, I don't think I would even go to a party by myself. I would tell my friend to pick me up so I could walk in alongside someone, but if the planets aligned in some weird way and this did happen I would do a thorough search of the party and maybe ask a few people if they had seen my friend, depending on how approachable others seemed and how insecure I was feeling. I might grab a drink if I was feeling marginally comfortable. I would wait for a short time depending on how good of a friend this was, 20 minutes seems fair to me, but if my friend hadn't shown up by then or contacted me in some way to let me know what was up I would leave.",1.75
I would feel very awkward so I would try to wait outside or find a quiet place by myself inside to sit and wait for my friend. If she took a really long time I would eventually start walking around and maybe introduce myself to people and try to find the person hosting the party to introduce myself and tell them I learned about the party through my friend and I am waiting for the friend to show up. Then I would get a drink and just try to have some fun while waiting and if she takes longer than an hour or so I would just leave and go home.,2.916666667
I am nervous. I would debate whether or not I should leave and them come back. I would probably decide that it would be best to suck it up and go to the party. When I got there I would make brief talk with the host and tell them why I was there and who I was waiting for. After that I would go get a drink or some food and then I would find a quiet area to sit and not look awkward. I have no problem striking up conversations but I know some times people don't love that. I would sit on the couch and look occupied by my phone unless someone approached me.,4.166666667
I am not very shy. I would introduce myself. I am pretty good at striking up conversations. I would see someone that looks pretty congenial and try to find some commonality. I would then ask them about the host or others at the party. I would then look for other ways to introduce myself. I have been at parties that I ended up talking to the butler and serving attendants. There is always someone to visit with. Someone always has an interesting story or past that I find fascinating. I love people and I love making connections. You never know many people you meet know others that I know. It really is a small world.,3.583333333
"I would feel a little disconcerted for a second. If there were duties they needed to perform, I would step in, and try to compensate for my friend's lateness. Otherwise, I would go around and introduce myself to people. I would strike up conversation, enjoy the food and atmosphere. I wouldn't worry too much about them being late. If they were more than 15 minutes late, I would call them on the phone, to ensure they were alright, or to see if I needed to do anything for them. I would also take into consideration their past behavior, if they had been late frequently, or were driving in a bad area of town.",4.5
I would feel extremely anxious. I don't like going to parties and I would feel very uncomfortable being there with no one I really knew. I would likely find a quiet corner and hide there until my friend arrived. I doubt I would engage with strangers. I would also probably text my friend constantly and tell him or her to hurry up before I went home. If there was food available I guess I'd get a snack and go back to my hiding spot. I'm observant so I'd probably watch what people did and said just to learn about others. When I arrived home I'd think about why someone said what they said or did what they did to determine any underlying meaning.,1.5
I would feel uncomfortable and I would definitely call my friend and ask where he or she is and how long when he or she will be here and ask what I should do or where I should wait. I might walk around while waiting and might see if there is anything around that I would enjoy doing while I am waiting for my friend. I would play the game on my phone if there is nothing that I could do around or call and talk to my friend until he or she will be here. Otherwise I might be bored and upset as I would not like to do nothing.,2.75
"I would feel rather awkward and uncomfortable. As an introvert, I would want to be around someone I know as I'm getting acquainted with new people. I would probably pace around and get strange looks from people. I would search for a familiar face in the crowd, and failing to find one, I would get a drink and settle in to a quiet part of the event and browse my phone. I wouldn't proactively try to introduce to any one, since I'm really not comfortable doing so. If 30 minutes or so go by with no update from my friend, I would head out.",1.75
At first I would feel really tensed because I don't know anyone in the party and even I am not much familiar with the host who conducts the party. I would frequently call my friend to know about the location where he is. I would manage myself to act in a way that I am familiar to the host. I would like to keep myself busy in the party like attending phone calls are browsing something in my mobile so that others would never mind me or approach to talk to me till my friend arrives. I would scold him after he has arrived.,3.083333333
I was feel so awkward. I am not good in social settings where I don't know anyone. I would probably say hi to everyone and make an excuse to go outside so I don't have a panic attack. I would call my friend and ask why they are late. I would then wait in my car until my friend showed up to ensure I don't go back in there without them. I would be mad but honestly I understand that things happen like traffic and it not the biggest deal in the world. As long as I didn't completely embarrass Myself I would go back into the party when my friend arrived.,2
"I would wait on my friend to show up. I would sit in my car if I have driven. I did not drive, I would wait outside. If there are people outside I would introduce myself to the people. I would tell them the name of my friend and how excited I am to be a part of the party. If there is no one outside I would get on my phone and read a book or get on social media and scope out what is happening on there. Once my friend gets there then we can go in and mingle.",3.75
"That really depends on the nature of the party. Some get togethers even when informal in dress and such Starting conversations is more akin to breaking into conversations, which is very difficult to pull off without causing some disruption. Immediately give off the feeling of close groups of friends and sort of closed to those outside the circles. I would for the short term try to get into the look of the group. Get a drink, wander around purposely feigning nonchalance. Greeting others familiarly and such. If it was more the rave type of active party, joining right in would be fairly easy. Of course I could scope it out and return outside and call him, figuring that this would take some inside knowledge.",4.166666667
I would be at first off put that my friend is not there. I would probably call them and ask them what there ETA was. If it was somewhere close I would see my waiting outside the party. I would not want to go by myself because I don't know anyone. I would feel uncomfortable. I sometimes like to entered parties with people and friends because it's like putting on a show. I want to be seen and make for a fun entrance. Overall I would not be too mad about it all because its not a big deal. I could also see myself just going in by myself and grabbing a drink.,3.833333333
"Upon arriving and parking my car I would first call or text my friend. Learning they are running late and not quite there I would simply wait in the car. Texting or calling every ten minutes asking for updates. I wouldn't go inside to the party. I don't know who the host is or any of the guest. I have no reason for being there as far as the host is concerned. My friend would get a 25 minute window to show up if he or she wants me there with them. After that, I would leave. I'm doing a favor for this person, they cannot take the time to be where they had asked me to be. I would be more annoyed then anything.",2.833333333
I would just text my friend or try and call her to see what is going on. I most likely would try and find the host and introduce myself and mention my friend so things will not be super awkward. I would also maybe mingle in with the crowd somewhat. I would also probably go outside and catch some fresh air and also wait until my friend arrives. I probably would call someone while I am outside or I probably would go on social media. This would keep me from feeling too out of place. Overall- I would do something to keep me preoccupied and not looking and feeling awkward. I would also call my friend and have her give me some type of updates or maybe just be on the phone with her until she arrives.,2.666666667
"I would feel nervous that they aren't going to come and I will be at this party all by myself. Since I was not invited, it would be awkward. While I wait for them, I will step outside and stay away as best I can since I am not invited and don't want to feel any such questions. I'd rather wait outside than be in there with all the rest of people. That would be much easier for me to deal with and then when my friend gets there then I go in with them. If they cannot get there in a certain time, I am going to leave though as I am not going to be waiting outside forever. That would be awkward as well.",5
"I would be horrified. I am socially anxious so going to a party in the first place is traumatizing. I would feel incredible anxiety because of my friend's absence. I would try to stay away from the crowd of the party and would text my friend to see where they were. If they were close, I would wait off to the side for them to arrive. If not, I would try to discretely leave the party until they get there at least. I would try to avoid socializing because it would make my anxiety worse than it would already be. I would be very upset with my friend as well.",1
"I would feel annoyed and frustrated that my friend is late. I would choose to not go into the party until my friend arrived. I would most likely sit in my car on my phone until I knew that she was there. I am not a big conversationalist and since I don't know any of the people attending the party or the host, I would not feel comfortable going in alone. I would call my friend to see how late she was going to be and tell her I was going to meet her in the parking lot because I don't feel comfortable going in alone.",2.916666667
"I would certainly feel irritated by my friend's not being there yet, but I wouldn't be discouraged. I would take this awkward situation as an opportunity to make an interesting entrance. I'd introduce myself and explain that I'm XXXX's friend and that s or he is running late. There's no sense in being socially awkward just because a friend isn't available to serve as a greeter or intermediary or envoy or whatever you want to call it. By showing my willingness to blend in without my friend, I am setting a good first impression. There's no downside, really. If they find it creepy then it's on their own socially awkwardness, not mine. My friend will likely be pleased that I was able to intermingle without his or her help- I'm sure they would be feeling quite a lot of anxiety and guilt as they arrived.",3.666666667
"I would call my friend and ask for the real-time he's expecting to arrive at the party. To save myself from embarrassment, my best bet would be waiting for him at the reception, I wouldn't risk entering the event venue without him. I would also put on a friendly face for all the guests who say hello to me as I wait for my friend. To pass time, I would keep myself busy on my smartphone. In case security or even the ushers deemed me suspicious, I would be very cooperative, explain to them how I got there and who I was waiting for.",2.916666667
"Assuming I knew my friend was late because I called them and they told me so, I would enter the party and introduce myself as a friend of so-n-so to anyone who looked interested in me being there. As I make my way to the bar, I would keep an eye out for who appeared to be the host or hostess and pour myself and drink or beer and mingle around, looking for the food. Take in the surroundings and try to notice the genre of the music and the atmosphere it created. I like to play guess the nationality and would consume myself with this mind game until my friend arrived but would also be open to conversation.",3.416666667
"First of all, I would not wait. I would text or call and let them know that it is extremely rude to be late. I was extending the courtesy of actually inviting them to a party that they weren't invited to initially. I do not have time to just wait around for them while I could be at the party. It also depends how late they are, but if it is just 2 to 3 minutes, then I'd be completely fine with in, but I will not wait that long because it's rude. I would not feel any kind of way about it, I wouldn't be upset with them or anything.",3.333333333
I would really feel very bad as I am not very much a part hard person. I would be very angry towards my friend about being late for the part as I do not know the host or other people attending the party. I will also curse my friend in my mind as she was the person who insisted me to attend the party even though I was never interested in such an event at that time of the night as I usually watch television shows during those hours or will be doing my work from home jobs or having dinner with my husband. I would spend that waiting time by surfing Facebook or Instagram stories.,2.5
"When I realize that my friend will be late at the party. I will decide to wait to wait for her at the party and Meanwhile I would like to greet the person who will be hosting the party and for this I will make a phone call to my friend and ask the name of the person who is hosting and party, After that I will personally approach the host and greet him wishes for the party and also I will explain him about the situation that I am his friends friend and as she is late and she had asked me meet over here at the party, I am waiting for her. Besides, I would like to ask few questions from the host about his family and how and where he met my friend. Also I would like to interact with other people at the party who are sitting alone.",3.666666667
Well I enjoy parties and don't really mind mingling with people I know so I'd play it by ear and see how much fun it actually was. I mean this totally wouldn't let my friend off the hook and I'd make sure that he knew I was irritated with him for being late which I would hope he had a good reason. But yeah most likely I'd stay and have fun. Especially if there was alcohol there I could easily pass the time drinking and chatting it up with these new people. If he took to long say like 2 hours and I wasn't having fun I'd definitely go home but if I was enjoying myself I'd stay whether or not he showed up at all.,3.75
I would have tried to find out the relationship of each person by keenly observing. Otherwise I would have sit quietly in this situation until my friend arrives. Otherwise I would have started chatting with that friend about where she is or busy with surfing on internet. Or tries to make a call to know about the host of the party. I feel more uncomfortable about this but try myself to control my discomfort. I would have started surfing on internet about how to avoid such incidents or try myself to get to know about the host of party and my friend relation with the host. So that I can ask permission or try to apologize about joining the party without being invited.,3.333333333
I would feel pretty annoyed with my friend and awkward in this situation. I think the first thing I would do is try to find some food and drinks to keep myself occupied. I would try and find a nice little discreet corner and sit or stand there and eat and drink until my friend got there. I would avoid talking to anybody and would use my phone as a way of letting people know that I'm not interested in chatting if they looked over at me. I would try to look busy or preoccupied to avoid socializing until I absolutely had to.,1.25
"I would feel so hesitate to attend the party especially when you find no company but still I will try to make friends in there as don't want to hide myself out there. I can arrange party things and meeting new peoples who are around there and start conversation especially with same age peoples and girls, It's best to have this conversation in person Let them know you were definitely not invited and you'd like to know if there you can introduce your friends. If foods are arranged I can help people to serve them and prepare them happily and connected to them.",4.25
"First, I call my friend and inform him that I am present at the party and I am feeling alone and ask him to reach as soon as possible and then I will have a glance at the party and to spend time till the arrival of friend I will have a look at the decoration at the party and the event organized there and then try to interact with the people who look somewhat friendly try to ask there name, place of residence there work and try to speak some more words and then tell him about my friend and then wait for the arrival of the friend.",3.916666667
I would feel annoyed with my friend for being late. They asked me to go and told me the time so it would be upsetting to think they wouldn't be on time. I would spend the time waiting in my car doing stuff on my phone. I would also listen to music to relax while I am waiting. Then I would think about what I will say to my friend when they get to the party and want I would talk about with others at the party. Then make a plan for when I will leave and what I will do after the party.,4.416666667
"If I agreed to go to an important party with my friend, but have never met the host, and are not very familiar with the crowd of people who are at the party, but my friend was late, I would wait in my car. I wouldn't feel bad about it, nor would feel any pressure to go in without my friend. I would try and call my friend to see where they are and what their estimated time of arrival was. If they didn't show up within a reasonable amount of time and they don't pick up their phone, I would leave.",1.916666667
First I felt guildy because of met unknown peoples but I will go the party because of my friend. In that party I will make friends who are presented in that party because I think my friend's friends are also like my friends I know first its all are uneasy to make a friendship in new people but what can to do that party was bery important to me this is my most valuable friend so I definetely go to the party and enjoy the party with all others presented in that party. Its new feel to make a new peoples as my friend in short time period this increase my good habits.,3.083333333
"I would feel incredibly awkward and slightly annoyed with my friend since she knew I didn't know anyone attending. I would try calling my friend to see what their estimated arrival time would be. In the meantime, I would seek out refreshments or food if there was an area for it. I would then find somewhere out of the way to sit while waiting for her. If someone was sitting nearby, I might try to start a conversation but only if it came up naturally. If the wait went on too long, I might start looking through my phone to occupy myself.",3
"I would feel awkward and very anxious. I would greet the host and introduce myself and let them know my friend invited me and that she was not there yet. I would say hi to others as I am walking through. I would grab a beverage and walk outside to call my friend. If she did not answer. I would begin to text her frantically. I believe that I would wait about 15 minutes, and most likely leave if she did not return my call to reassure me she is on her way. After that I would let the host know I was leaving.",3.333333333
"I would certainly wait a while for my friend, but text him right away once I got their and wait for a response. In the meantime I would mingle and see what other people are doing and maybe introduce myself to the host. If my friend did not show up within a half hour of 9 then I think I would worry a bit and start calling to see if he is OK. Staying at the party would be fun but knowing my friend is OK is more important. I think that having someone there who knows other peple is good and I would stay a bit to see if he shows up so I could be introduced and get to know others there.",3
I would feel nervous myself but just would stay relaxed. If would contact my friend and determine how far away and then go from there. If they are a long ways away I would enter the party and introduce myself to the host. After this I would look around for something to drink and maybe a snack in order to kill time. After this I would go outside and smoke a cigarette until my friend arrives or look for people to introduce myself to. If my friend was going to be arriving shortly I would probably wait out in my car until they arrived.,3.666666667
"Initially, I would somewhat freak out. I may call someone to check and see what's going on, more likely, I will leave the building to protect myself because of uncertainty. If somehow I cannot reach someone in time, I will make sure to inform my boss what's going on to avoid further problems arising, making sure everyone is not in danger. The last thing I would do is fix the problem, considering this is something to be resolved by a professional and not taking any chances to avoid consequences. If I reached out to someone, I will feel less worry.",1.75
"I would of course feel very out of place. I would wonder what is keeping my friend. I would smile and be friendly and introduce myself to the host, after I find out from someone who the host is. I would then let them know I was the friend of a friend who had not yet shown up. I would then find an available space with not so many people standing. I would call my friend on my cell phone and see whether they are on their way. If they say they are on the way. I will wait for them.",4.083333333
"When I arrive there, I would grab a drink and just relax until my friend comes over to the area. I would feel comfortable at the venue but not too comfortable. I will make sure that I am not being too rude to the host and introduce myself to people who seem interested but of course, introduce myself first to the host, make sure he knows who I am and why I am invited to the party. I would just keep my composure honestly, since I am at a very important party that my friend has and she invited me, to me that excites me as a friend of hers and I would not make the situation awkward.",3.5
"I would feel so awkward. I would not know what to do. I would prob go find a drink and something to eat and then just sit in the corner by my self. Or better yet, I could find some dogs or animals and then I could pet and play with them. Because in reality animals are so much better than people and I think that is important to note. I would also be really mad at my friend. I do not think I could talk to them again for a while after that. I would definitely want them to know that I am angry and do not appreciate them being late.",2.333333333
I would feel very nervous and out of place at the party waiting for my friend to show up. I would walk around and maybe approach someone that looked approachable to start a conversation. I would try to have fun or keep busy and entertain myself. I would feel scared but I would fake it until I made it. I would pretend I was a social person and just get through the evening. I would feel exhausted trying to maintain myself. I would keep watching for my friend to show up.,1.333333333
"I would feel agitated that she was late when I didn't want to go to begin with. I would turn my car lights off and sit and browse the internet while I waited. I would not go in because I am not very familiar with the people there. I would become very frustrated but would try to browse online shops or clean out my email while I waited, and consistently try to get her to hurry up. When she finally arrived I would be very cold to her and want to leave asap.",1.916666667
"I don't think I would go into the party until I knew my friend had arrived. I would have texted them before I went inside the door to see where they were first. I would never go into the party if I knew no one there and I knew my friend wasn't there either. If I accidentally went in, I would hope I was greeted by someone. If not, I would likely go find a drink or some food and maybe a corner to sit in until I found my friend.",2.333333333
